Timestamp,Service,CPU Request,Memory Request,CPU Limit,Memory Limit,Latency,CPU Usage,Memory Usage,CPU Throttling,Memory Working Set,RPS
2025-06-28T14:32:39.207000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019116520612813268,0.0011832701444519002,172118016,286.078414,163074048,0.1
2025-06-28T14:33:09.298000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019116203314763099,0.001182469508067481,172118016,286.078414,163074048,0.10000000000000002
2025-06-28T14:33:39.403000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019130927103063974,0.0011823960949622991,172118016,286.078414,163074048,0.1
2025-06-28T14:34:09.499000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.00191747788022285,0.0011792666258593212,172118016,286.078414,163074048,0.1
2025-06-28T14:34:39.592000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019169238635097577,0.0011819821685135636,172118016,286.078414,163074048,0.1
2025-06-28T14:35:09.679000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019161464206128207,0.0011827598364556272,172122112,286.078414,163078144,0.1
2025-06-28T14:35:39.768000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019208352562674045,0.0011835509894288785,172122112,286.078414,163078144,0.1
2025-06-28T14:36:09.876000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019175446768802365,0.0011791676708168524,172122112,286.078414,163078144,0.1
2025-06-28T14:36:39.973000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.001922272838440101,0.0011826626216505046,172122112,286.078414,163078144,0.1
2025-06-28T14:37:10.071000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019222205264624113,0.0011823690765697182,172122112,286.078414,163078144,0.1
2025-06-28T14:37:40.172000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019269889721448463,0.0011795954853166238,172122112,286.078414,163078144,0.1
2025-06-28T14:38:10.270000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019338676183843955,0.0011778568171296297,172126208,286.078414,163082240,0.10000000000000002
2025-06-28T14:38:40.364000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.001935000688022293,0.0011843312419901261,172126208,286.078414,163082240,0.1
2025-06-28T14:39:10.467000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019404373649024999,0.0011843681646346667,172126208,286.078414,163082240,0.1
2025-06-28T14:39:40.557000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019417661949860672,0.0011848365717854433,172126208,286.078414,163082240,0.1
2025-06-28T14:40:10.643000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019407645515320418,0.0011848646432303315,172126208,286.078414,163082240,0.1
2025-06-28T14:40:40.738000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019422372980501422,0.0011844218545499013,172126208,286.078414,163082240,0.1
2025-06-28T14:41:10.839000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019493825181058552,0.0011817462046985806,172126208,286.078414,163082240,0.1
2025-06-28T14:41:40.930000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019487276183844016,0.001184983386360355,172126208,286.078414,163082240,0.1
2025-06-28T14:42:11.023000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019518089860724231,0.0011851729391479803,172126208,286.078414,163082240,0.1
2025-06-28T14:42:41.135000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019519554178272908,0.0011850980109766884,172126208,286.078414,163082240,0.1
2025-06-28T14:43:11.228000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019551990974930387,0.001185282373074728,172130304,286.078414,163086336,0.1
2025-06-28T14:43:41.323000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.001952973027855167,0.0011845410900371083,172126208,286.078414,163082240,0.1
2025-06-28T14:44:11.417000,rand-pw-gen-deployment,0.1,134217728,0.16,216006656,0.0019452719665738237,0.0011803270464412268,172126208,286.078414,163082240,0.1
