Timestamp,Service,CPU Request,Memory Request,CPU Limit,Memory Limit,Latency,CPU Usage,Memory Usage
2025-06-28T14:33:43.687000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020695995431754878,0.0011745007427494461,184770560
2025-06-28T14:34:13.756000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020647712757660116,0.0011769035900284033,184770560
2025-06-28T14:34:43.837000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002064588183843998,0.0011709755655378222,184770560
2025-06-28T14:35:13.917000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020588204540390015,0.0011725591219437304,184770560
2025-06-28T14:35:43.980000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.00205287103621171,0.0011717766387404846,184770560
2025-06-28T14:36:14.045000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020465595208913777,0.001173942304819179,184770560
2025-06-28T14:36:44.117000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020409732534819062,0.0011724544736172445,184770560
2025-06-28T14:37:14.189000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020429564206128257,0.0011726950132630051,184770560
2025-06-28T14:37:44.256000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002042988083565449,0.0011725834239166158,184770560
2025-06-28T14:38:14.323000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020462439498607128,0.0011681560632946268,184770560
2025-06-28T14:38:44.389000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020461177186629374,0.0011688459745845586,184770560
2025-06-28T14:39:14.453000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020431918077994356,0.0011681300132709307,184770560
2025-06-28T14:39:44.523000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020440594345403837,0.0011712157941680477,184770560
2025-06-28T14:40:14.585000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020473500417827273,0.0011724870038842007,184770560
2025-06-28T14:40:44.658000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020431409025069504,0.001165976451400255,184770560
2025-06-28T14:41:14.719000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020468913064066886,0.0011687208256684332,184770560
2025-06-28T14:41:44.782000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002046288175487481,0.001164854270936132,184770560
2025-06-28T14:42:14.849000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002052236788300828,0.0011666945033267835,184770560
2025-06-28T14:42:44.909000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020561021086350846,0.0011669949947057396,184770560
2025-06-28T14:43:14.983000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020612987883008305,0.0011693070813750988,184770560
2025-06-28T14:43:45.048000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020672349275766095,0.0011696702148764004,184770560
2025-06-28T14:44:15.118000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020680876991643424,0.0011736252661346763,184770560
2025-06-28T14:44:45.199000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002070776133704749,0.0011676419341421775,184770560
2025-06-28T14:45:15.262000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002067099206128134,0.0011732402505036446,184770560
2025-06-28T14:45:45.329000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020782263064066785,0.0011743738453849411,184770560
2025-06-28T14:46:15.404000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002080569041782736,0.0011713066575713147,184770560
2025-06-28T14:46:45.465000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002084958440111419,0.0011749357467152116,184770560
2025-06-28T14:47:15.543000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002084372261838429,0.001174872414917932,184770560
2025-06-28T14:47:45.611000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002086041086350972,0.0011756700918327816,184770560
2025-06-28T14:48:15.693000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002083100013927584,0.001174869355442294,184770560
2025-06-28T14:48:45.766000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020828800891364804,0.0011741310287253866,184770560
2025-06-28T14:49:15.834000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002081630066852365,0.0011746717124062052,184770560
2025-06-28T14:49:45.904000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020841154122562713,0.0011710668130924353,184770560
2025-06-28T14:50:15.965000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002088363587743731,0.0011748762448378892,184770560
2025-06-28T14:50:46.029000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020841202284122727,0.0011742562896511202,184770560
2025-06-28T14:51:16.097000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020902851114206174,0.0011720760545772437,184770560
2025-06-28T14:51:46.169000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002088458587743744,0.0011757419845273458,184766464
2025-06-28T14:52:16.234000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020893167938718714,0.0011765328408749338,184770560
2025-06-28T14:52:46.332000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020940094763231237,0.0011776069907833138,184770560
2025-06-28T14:53:16.403000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.0020947021337047317,0.0011772156949072402,184770560
2025-06-28T14:53:46.475000,hash-gen-deployment,0.1,134217728,0.2,293601280,0.002099692997214481,0.0011786454171703092,184774656
